Event	ID	Name			Wwise Object Path	Notes
	155552906	Play_UI_Button_Hover_Generic			\Default Work Unit\UI\Play_UI_Button_Hover_Generic	
	193541534	STOP_OBJ_Shiny_Object_LP			\Default Work Unit\Objects\STOP_OBJ_Shiny_Object_LP	
	550970928	Play_Crow_Wing_Flap_Med			\Default Work Unit\Hero\Crow\Play_Crow_Wing_Flap_Med	
	750236145	Play_UI_Button_Press_Generic			\Default Work Unit\UI\Play_UI_Button_Press_Generic	
	797577932	Play_Crow_Rasp			\Default Work Unit\Hero\Crow\Play_Crow_Rasp	
	1065595628	Play_OBJ_Shiny_Object_LP			\Default Work Unit\Objects\Play_OBJ_Shiny_Object_LP	
	1074723603	Play_Crow_Wing_Flap_Large			\Default Work Unit\Hero\Crow\Play_Crow_Wing_Flap_Large	
	1281393260	Play_OBJ_Generic_Interact			\Default Work Unit\Objects\Play_OBJ_Generic_Interact	
	1291060093	Play_OBJ_Hose_Turn_Off			\Default Work Unit\Objects\Play_OBJ_Hose_Turn_Off	
	1520856432	Play_Crow_Caw_Misc			\Default Work Unit\Hero\Crow\Play_Crow_Caw_Misc	
	1580643620	Play_UI_Game_Start			\Default Work Unit\UI\Play_UI_Game_Start	
	2296046516	Play_AMB_Park_LP			\Default Work Unit\Ambience\Play_AMB_Park_LP	
	2907956634	STOP_Crow_Glide_LP			\Default Work Unit\Hero\Crow\STOP_Crow_Glide_LP	
	2969808743	Play_Crow_Footsteps			\Default Work Unit\Hero\Crow\Play_Crow_Footsteps	
	3109608386	Play_OBJ_Shiny_Interact			\Default Work Unit\Objects\Play_OBJ_Shiny_Interact	
	3205441028	Play_Menu_Audio			\Default Work Unit\Ambience\Play_Menu_Audio	
	3489561965	Play_Crow_Caw			\Default Work Unit\Hero\Crow\Play_Crow_Caw	
	3825536337	Play_OBJ_Hose_Turn_On			\Default Work Unit\Objects\Play_OBJ_Hose_Turn_On	
	3950425532	Play_Crow_Glide_LP			\Default Work Unit\Hero\Crow\Play_Crow_Glide_LP	

Switch Group	ID	Name			Wwise Object Path	Notes
	1230601154	Surface_Material			\Default Work Unit\Surface_Material	

Switch	ID	Name	Switch Group			Notes
	803837735	Sand	Surface_Material			
	841620460	Concrete	Surface_Material			
	2058049674	Wood	Surface_Material			
	2473969246	Metal	Surface_Material			
	2654748154	Water	Surface_Material			
	4248645337	Grass	Surface_Material			

State Group	ID	Name			Wwise Object Path	Notes
	1926883983	Scene			\Default Work Unit\Scene	

State	ID	Name	State Group			Notes
	748895195	None	Scene			
	2607556080	Menu	Scene			
	2782712965	Level	Scene			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	3892725	SFX_CHR_Crow_Single_Rasp_06	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Single_Rasp_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\VOX\CHR_Crow_Rasp_One_Offs\SFX_CHR_Crow_Single_Rasp_06		772916
	16189319	CHR_Crow_Footstep_Grass_09	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Grass_09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Grass\CHR_Crow_Footstep_Grass_09		228444
	47363960	CHR_Crow_Footstep_Sand_01	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Sand_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Sand\CHR_Crow_Footstep_Sand_01		198328
	57331924	SFX_CHR_Crow_Single_Caw_05	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Single_Caw_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\VOX\CHR_Crow_Caw_One_Offs\SFX_CHR_Crow_Single_Caw_05		645456
	59923441	CHR_Crow_Footstep_Wood_02	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Wood_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Wood\CHR_Crow_Footstep_Wood_02		139436
	64807053	OBJ_Drop_Generic	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\OBJ_Drop_Generic_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Interactable\OBJ_Generic\OBJ_Drop_Generic\OBJ_Drop_Generic		97404
	67392688	SFX_CHR_Crow_Wing_Flap_Large_01	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Wing_Flap_Large_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Wing_Flap_Oneoffs\CHR_Crow_Wing_Flap_Oneoffs_Large\SFX_CHR_Crow_Wing_Flap_Large_01		519424
	96047074	SFX_CHR_Crow_Wing_Flap_Med_03	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Wing_Flap_Med_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Wing_Flap_Oneoffs\CHR_Crow_Wing_Flap_Oneoffs_Med\SFX_CHR_Crow_Wing_Flap_Med_03		455172
	99108993	CHR_Crow_Footstep_Wood_07	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Wood_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Wood\CHR_Crow_Footstep_Wood_07		172680
	104078190	CHR_Crow_Footstep_Wood_03	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Wood_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Wood\CHR_Crow_Footstep_Wood_03		125612
	106956982	SFX_CHR_Crow_Wing_Flap_Med_02	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Wing_Flap_Med_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Wing_Flap_Oneoffs\CHR_Crow_Wing_Flap_Oneoffs_Med\SFX_CHR_Crow_Wing_Flap_Med_02		406984
	117400913	CHR_Crow_Caw_Misc_02	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Caw_Misc_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\VOX\CHR_Crow_Misc_Caws\CHR_Crow_Caw_Misc_02		427124
	125547334	CHR_Crow_Footstep_Metal_05	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Metal_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Metal\CHR_Crow_Footstep_Metal_05		145968
	134072453	SFX_CHR_Crow_Single_Rasp_04	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Single_Rasp_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\VOX\CHR_Crow_Rasp_One_Offs\SFX_CHR_Crow_Single_Rasp_04		718852
	149547534	OBJ_Hose_Turn_Off	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\OBJ_Hose_Turn_Off_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Interactable\OBJ_Hose\OBJ_Hose_Turn_Off		298620
	170764441	CHR_Crow_Footstep_Metal_04	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Metal_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Metal\CHR_Crow_Footstep_Metal_04		133832
	184308134	OBJ_Shiny_Object_LP	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\OBJ_Shiny_Object_LP_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Interactable\OBJ_Shiny_Object_LP		1440064
	202332360	CHR_Crow_Caw_Misc_06	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Caw_Misc_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\VOX\CHR_Crow_Misc_Caws\CHR_Crow_Caw_Misc_06		345480
	208100638	CHR_Crow_Footstep_Metal_08	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Metal_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Metal\CHR_Crow_Footstep_Metal_08		142984
	238169916	CHR_Crow_Footstep_Metal_07	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Metal_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Metal\CHR_Crow_Footstep_Metal_07		130192
	253755198	CHR_Crow_Footstep_Wood_09	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Wood_09_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Wood\CHR_Crow_Footstep_Wood_09		186044
	263675457	UI_Button_Press_Generic_03	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\UI_Button_Press_Generic_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Buttons\UI_Button_Press_Generic\UI_Button_Press_Generic_03		107220
	276165383	CHR_Crow_Footstep_Metal_02	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Metal_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Metal\CHR_Crow_Footstep_Metal_02		146316
	283736905	CHR_Crow_Footstep_Metal_01	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\CHR_Crow_Footstep_Metal_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Footsteps\CHR_Crow_Footsteps\CHR_Crow_Footsteps_Metal\CHR_Crow_Footstep_Metal_01		126236
	299803407	SFX_CHR_Crow_Single_Rasp_03	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Single_Rasp_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\VOX\CHR_Crow_Rasp_One_Offs\SFX_CHR_Crow_Single_Rasp_03		701732
	341814247	SFX_CHR_Crow_Wing_Flap_Large_03	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\SFX_CHR_Crow_Wing_Flap_Large_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hero\Crow\Mvmt\CHR_Crow_Wing_Flap_Oneoffs\CHR_Crow_Wing_Flap_Oneoffs_Large\SFX_CHR_Crow_Wing_Flap_Large_03		464912
	363833007	OBJ_Pickup_Generic	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\OBJ_Pickup_Generic_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Interactable\OBJ_Generic\OBJ_Pickup_Generic\OBJ_Pickup_Generic		99056
	365079447	UI_Button_Press_Generic_01	C:\Users\ywjos\Documents\GitHub\GGJ_2021\GGJ_2021\GGJ_2021_WwiseProject\.cache\Mac\SFX\UI_Button_Press_Generic_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Buttons\UI_Button_Press_Generic\UI_Button_Press_Generic_01		116688
